State,GEOID,Type
Indiana,18097356400,Low-Income Community
Indiana,18097361200,Low-Income Community
Indiana,18097361300,Low-Income Community
Indiana,18097380200,Low-Income Community
Indiana,18097380300,Low-Income Community
Indiana,18097390600,Low-Income Community
Indiana,18097390700,Low-Income Community
Indiana,18097390800,Low-Income Community
Indiana,18097390900,Low-Income Community
Indiana,18097391000,Low-Income Community
Indiana,18099020500,Low-Income Community
Indiana,18103952200,Low-Income Community
Indiana,18103952900,Low-Income Community
Indiana,18105000100,Low-Income Community
Indiana,18105000401,Low-Income Community
Indiana,18105000501,Low-Income Community
Indiana,18105001101,Low-Income Community
Indiana,18107957000,Low-Income Community
Indiana,18109510701,Low-Income Community
Indiana,18111100700,Low-Income Community
Indiana,18117951500,Low-Income Community
Indiana,18123952600,Low-Income Community
Indiana,18125954000,Low-Income Community
Indiana,18127050900,Low-Income Community
Indiana,18133956500,Low-Income Community
Indiana,18135951600,Low-Income Community
Indiana,18139974400,Low-Income Community
Indiana,18141000900,Low-Income Community
Indiana,18141001000,Low-Income Community
Indiana,18141001700,Low-Income Community
Indiana,18141002700,Low-Income Community
Indiana,18141002900,Low-Income Community
Indiana,18141010200,Low-Income Community
Indiana,18141011100,Low-Income Community
Indiana,18143967000,Low-Income Community
Indiana,18145710400,Low-Income Community
Indiana,18145710601,Low-Income Community
Indiana,18149953700,Low-Income Community
Indiana,18151971300,Low-Income Community
Indiana,18155965700,Low-Income Community
Indiana,18157000400,Low-Income Community
Indiana,18157000700,Low-Income Community
Indiana,18157010203,Low-Income Community
Indiana,18157010500,Low-Income Community
Indiana,18157011100,Low-Income Community
Indiana,18163001200,Low-Income Community
Indiana,18163001500,Low-Income Community
Indiana,18163001800,Low-Income Community
Indiana,18163001900,Low-Income Community
Indiana,18163002000,Low-Income Community
Indiana,18165020500,Low-Income Community
Indiana,18167000300,Low-Income Community
Indiana,18167010600,Low-Income Community
Indiana,18167011100,Low-Income Community
Indiana,18169102600,Low-Income Community
Indiana,18175967500,Low-Income Community
Indiana,18177000200,Low-Income Community
Indiana,18177000900,Low-Income Community
Indiana,18179040600,Low-Income Community
Iowa,19007950100,Low-Income Community
Iowa,19007950300,Low-Income Community
Iowa,19011960300,Low-Income Community
Iowa,19013000100,Low-Income Community
Iowa,19013000700,Low-Income Community
Iowa,19013001000,Low-Income Community
Iowa,19021960400,Low-Income Community
Iowa,19025950200,Low-Income Community
Iowa,19029190200,Low-Income Community
Iowa,19029190500,Low-Income Community
Iowa,19033950300,Low-Income Community
Iowa,19035080100,Low-Income Community
Iowa,19045000100,Low-Income Community
Iowa,19045000300,Low-Income Community
Iowa,19047070400,Low-Income Community
Iowa,19049050400,Low-Income Community
Iowa,19051080200,Low-Income Community
Iowa,19053960200,Low-Income Community
Iowa,19053960300,Low-Income Community
Iowa,19057000200,Low-Income Community
Iowa,19057000300,Low-Income Community
Iowa,19057000400,Low-Income Community
Iowa,19061000100,Low-Income Community
Iowa,19061000500,Low-Income Community
Iowa,19063070300,Low-Income Community
Iowa,19067480400,Low-Income Community
Iowa,19079960300,Low-Income Community
Iowa,19093090300,Low-Income Community
Iowa,19097950600,Low-Income Community
Iowa,19103000200,Low-Income Community
Iowa,19103000302,Low-Income Community
Iowa,19103001400,Non-LIC Contiguous
Iowa,19103001700,Low-Income Community
Iowa,19111490200,Low-Income Community
Iowa,19111490800,Low-Income Community
Iowa,19111490900,Low-Income Community
Iowa,19113001900,Low-Income Community
Iowa,19113002200,Low-Income Community
Iowa,19113002700,Low-Income Community
Iowa,19117950300,Low-Income Community
Iowa,19121060200,Low-Income Community
Iowa,19127950900,Low-Income Community
Iowa,19139050700,Low-Income Community
Iowa,19139051000,Low-Income Community
Iowa,19145490200,Low-Income Community
Iowa,19149970200,Low-Income Community
Iowa,19151780100,Low-Income Community
Iowa,19153001100,Low-Income Community
Iowa,19153002600,Low-Income Community
Iowa,19153011001,Low-Income Community
Iowa,19155030900,Low-Income Community
Iowa,19155031300,Low-Income Community
Iowa,19157370400,Low-Income Community
Iowa,19163010600,Low-Income Community
Iowa,19163010900,Low-Income Community
Iowa,19165960400,Low-Income Community
Iowa,19175190200,Low-Income Community
Iowa,19187000700,Low-Income Community
Iowa,19193000100,Low-Income Community
Iowa,19193001500,Low-Income Community
Iowa,19193003600,Low-Income Community
Iowa,19195690100,Low-Income Community
Kansas,20001952900,Low-Income Community
Kansas,20003953600,Low-Income Community
Kansas,20005081900,Low-Income Community
Kansas,20009971400,Low-Income Community
Kansas,20009971700,Low-Income Community
Kansas,20015020400,Low-Income Community
Kansas,20029977200,Low-Income Community
Kansas,20035493700,Low-Income Community
Kansas,20035493800,Low-Income Community
Kansas,20037956600,Low-Income Community
Kansas,20037956900,Non-LIC Contiguous
Kansas,20037957500,Low-Income Community
Kansas,20037957600,Low-Income Community
Kansas,20045000200,Low-Income Community
Kansas,20045000400,Low-Income Community
Kansas,20055960501,Low-Income Community
Kansas,20055960600,Low-Income Community
Kansas,20057961800,Low-Income Community
Kansas,20057962101,Low-Income Community
Kansas,20059954200,Low-Income Community
Kansas,20059954400,Low-Income Community
Kansas,20063955100,Low-Income Community
Kansas,20063955200,Low-Income Community
Kansas,20065952100,Low-Income Community
Kansas,20071958100,Low-Income Community
Kansas,20089576100,Low-Income Community
Kansas,20089576200,Low-Income Community
Kansas,20091052102,Low-Income Community
Kansas,20091052417,Low-Income Community
Kansas,20091053555,Low-Income Community
Kansas,20091053557,Low-Income Community
Kansas,20091053601,Low-Income Community
Kansas,20099950400,Low-Income Community
Kansas,20101956600,Non-LIC Contiguous
Kansas,20103070100,Low-Income Community
Kansas,20111000500,Low-Income Community
Kansas,20121100700,Low-Income Community
Kansas,20125950200,Low-Income Community
Kansas,20125951200,Low-Income Community
Kansas,20125951300,Low-Income Community
Kansas,20137951700,Non-LIC Contiguous
Kansas,20139010400,Low-Income Community
Kansas,20155000600,Low-Income Community
Kansas,20155000700,Low-Income Community
Kansas,20155001000,Low-Income Community
Kansas,20155001300,Low-Income Community
Kansas,20157978300,Low-Income Community
Kansas,20161000500,Low-Income Community
Kansas,20161000801,Low-Income Community
Kansas,20161001100,Low-Income Community
Kansas,20163974600,Low-Income Community
Kansas,20163974700,Non-LIC Contiguous
Kansas,20169000100,Low-Income Community
Kansas,20169000600,Low-Income Community
Kansas,20173000400,Low-Income Community
Kansas,20173000900,Low-Income Community
Kansas,20173001100,Low-Income Community
Kansas,20173002600,Low-Income Community
Kansas,20173003200,Low-Income Community
Kansas,20173003700,Low-Income Community
Kansas,20173003800,Low-Income Community
Kansas,20173004300,Low-Income Community
Kansas,20173006300,Low-Income Community
Kansas,20177000700,Low-Income Community
Kansas,20177000800,Low-Income Community
Kansas,20177004000,Low-Income Community
Kansas,20181453700,Low-Income Community
Kansas,20185470600,Low-Income Community
Kansas,20209041800,Low-Income Community
Kansas,20209042200,Low-Income Community
Kansas,20209043905,Low-Income Community
Kansas,20209044101,Low-Income Community
Kansas,20209045100,Low-Income Community
Kansas,20209045200,Low-Income Community
Kentucky,21001970500,Low-Income Community
Kentucky,21007950200,Low-Income Community
Kentucky,21007950300,Non-LIC Contiguous
Kentucky,21009950200,Low-Income Community
Kentucky,21011970200,Low-Income Community
Kentucky,21013960600,Low-Income Community
Kentucky,21015070311,Low-Income Community
Kentucky,21019030200,Low-Income Community
Kentucky,21019031001,Low-Income Community
Kentucky,21021930300,Low-Income Community
Kentucky,21023950100,Low-Income Community
Kentucky,21025920100,Low-Income Community
Kentucky,21025920300,Low-Income Community
Kentucky,21025920500,Low-Income Community
Kentucky,21025920600,Low-Income Community
Kentucky,21029020701,Low-Income Community
Kentucky,21029020800,Non-LIC Contiguous
Kentucky,21031930300,Low-Income Community
Kentucky,21035010400,Low-Income Community
Kentucky,21037050500,Low-Income Community
Kentucky,21039960200,Low-Income Community
Kentucky,21041950200,Low-Income Community
Kentucky,21043960100,Low-Income Community
Kentucky,21045950300,Low-Income Community
Kentucky,21047200300,Low-Income Community
Kentucky,21049020106,Low-Income Community
Kentucky,21051950300,Low-Income Community
Kentucky,21051950400,Low-Income Community
Kentucky,21053970202,Low-Income Community
Kentucky,21057950100,Low-Income Community
Kentucky,21059000200,Low-Income Community
Kentucky,21059000300,Low-Income Community
Kentucky,21061980100,Low-Income Community
Kentucky,21065920200,Low-Income Community
Kentucky,21065920300,Low-Income Community
Kentucky,21067000101,Low-Income Community
Kentucky,21067000102,Low-Income Community
Kentucky,21067000200,Low-Income Community
Kentucky,21067000300,Low-Income Community
Kentucky,21067000900,Low-Income Community
Kentucky,21067001100,Low-Income Community
Kentucky,21067001300,Low-Income Community
Kentucky,21069920100,Low-Income Community
Kentucky,21071920100,Low-Income Community
Kentucky,21073071200,Low-Income Community
Kentucky,21075960100,Low-Income Community
Kentucky,21077960101,Low-Income Community
Kentucky,21081920300,Low-Income Community
Kentucky,21083020100,Low-Income Community
Kentucky,21087930200,Low-Income Community
Kentucky,21089040501,Non-LIC Contiguous
Kentucky,21089040502,Low-Income Community
Kentucky,21095970100,Low-Income Community
Kentucky,21099970400,Low-Income Community
Kentucky,21101020602,Low-Income Community
Kentucky,21107971100,Low-Income Community
Kentucky,21109960100,Low-Income Community
Kentucky,21111000200,Low-Income Community
Kentucky,21111000600,Low-Income Community
Kentucky,21111001500,Low-Income Community
Kentucky,21111001800,Low-Income Community
Kentucky,21111002300,Low-Income Community
Kentucky,21111002400,Low-Income Community
Kentucky,21111002700,Low-Income Community
Kentucky,21111002800,Low-Income Community
Kentucky,21111003000,Low-Income Community
Kentucky,21111003500,Low-Income Community
Kentucky,21111003700,Low-Income Community
Kentucky,21111004900,Low-Income Community
Kentucky,21111005000,Low-Income Community
Kentucky,21111005100,Low-Income Community
Kentucky,21111005300,Low-Income Community
Kentucky,21111005900,Low-Income Community
Kentucky,21111006200,Low-Income Community
Kentucky,21111006500,Low-Income Community
Kentucky,21111007100,Low-Income Community
Kentucky,21113060504,Low-Income Community
Kentucky,21115960400,Low-Income Community
Kentucky,21117060700,Low-Income Community
Kentucky,21117060900,Low-Income Community
Kentucky,21117063800,Low-Income Community
Kentucky,21117067000,Low-Income Community
Kentucky,21117067100,Low-Income Community
Kentucky,21119960100,Low-Income Community
Kentucky,21121930500,Low-Income Community
Kentucky,21123960102,Low-Income Community
Kentucky,21131920100,Low-Income Community
Kentucky,21133950100,Low-Income Community
Kentucky,21135930300,Low-Income Community
Kentucky,21137920101,Low-Income Community
Kentucky,21137920103,Low-Income Community
Kentucky,21141960500,Low-Income Community
Kentucky,21145030300,Low-Income Community
Kentucky,21145030400,Low-Income Community
Kentucky,21147960300,Low-Income Community
Kentucky,21151010701,Low-Income Community
Kentucky,21151010800,Non-LIC Contiguous
Kentucky,21151010903,Low-Income Community
Kentucky,21153970100,Low-Income Community
Kentucky,21153970200,Low-Income Community
Kentucky,21153970400,Low-Income Community
Kentucky,21159950100,Low-Income Community
Kentucky,21159950200,Low-Income Community
Kentucky,21161960100,Low-Income Community
Kentucky,21165960100,Low-Income Community
Kentucky,21169960300,Low-Income Community
Kentucky,21173920200,Low-Income Community
Kentucky,21173920302,Low-Income Community
Kentucky,21173920400,Low-Income Community
Kentucky,21173920500,Low-Income Community
Kentucky,21175950300,Low-Income Community
Kentucky,21177960200,Low-Income Community
Kentucky,21177960400,Non-LIC Contiguous
Kentucky,21181960200,Low-Income Community
Kentucky,21183920300,Low-Income Community
Kentucky,21183920500,Low-Income Community
Kentucky,21187970200,Low-Income Community
Kentucky,21189930100,Low-Income Community
Kentucky,21193970500,Low-Income Community
Kentucky,21193970600,Low-Income Community
Kentucky,21193971000,Low-Income Community
Kentucky,21195930100,Low-Income Community
Kentucky,21195930300,Low-Income Community
Kentucky,21195930400,Low-Income Community
Kentucky,21195930500,Low-Income Community
Kentucky,21195931100,Low-Income Community
Kentucky,21195931800,Low-Income Community
